
EXPLORERS EARLY LEARNING - ARMADALE,ARMADALE,3143,116,Exceeding NQS,818,138
Geelong Grammar School Toorak Campus,TOORAK,3142,111,Exceeding NQS,819,170
Blake Street Kindergarten,RESERVOIR,3073,27,Meeting NQS,820,155
Merrilands Children's Centre & Kindergarten - BUC,RESERVOIR,3073,66,Meeting NQS,821,104
Regent Baptist Kindergarten,RESERVOIR,3073,24,Working Towards NQS,822,174
La Trobe University Community Children's Centre,LA TROBE UNIVERSITY,3086,187,Exceeding NQS,823,138
Gellibrand Crescent Kindergarten,RESERVOIR,3073,30,Meeting NQS,824,196
Gower Street Kindergarten,PRESTON,3072,29,Working Towards NQS,825,119
Maryborough Avenue Kindergarten,KINGSBURY,3083,28,Working Towards NQS,826,135
Kookaburra Kindergarten - BUC,RESERVOIR,3073,30,Meeting NQS,827,198
Dewdrops Early Learning,RESERVOIR,3073,45,Meeting NQS,828,158
Darebin Childcare and Kindergarten Inc - Reservoir,RESERVOIR,3073,86,Exceeding NQS,829,111
Edwardes Street Child Minding,RESERVOIR,3073,50,Working Towards NQS,830,161
Darebin Childcare and Kindergarten Inc - Preston,PRESTON,3072,61,Meeting NQS,831,153
Nara Community Early Learning Centre,PRESTON,3072,68,Exceeding NQS,832,161
J S Grey Reserve Kindergarten,PRESTON WEST,3072,54,Exceeding NQS,833,123
Wood Street Childcare Centre,PRESTON,3072,58,Exceeding NQS,834,172
Pyalong Preschool,PYALONG,3521,25,Exceeding NQS,835,126
Queenscliff Kindergarten,QUEENSCLIFF,3225,33,Exceeding NQS,836,139
Lonsdale House Childcare,POINT LONSDALE,3225,69,Exceeding NQS,837,192
Richmond Kindergarten,RICHMOND,3121,28,Exceeding NQS,838,157
Dame Nellie Melba Kindergarten,RICHMOND,3121,55,Exceeding NQS,839,158
Yarraberg Child Care & Community Centre,RICHMOND,3121,54,Meeting NQS,840,116
Boroondara Kindergarten,RICHMOND NORTH,3121,59,Exceeding NQS,841,177
Alpha Early Learning Centre,RICHMOND,3121,55,Meeting NQS,842,129
Acacia Children's Centre,RICHMOND,3121,43,Meeting NQS,843,149
Cooke Court Child Care Centre,RICHMOND,3121,55,Meeting NQS,844,163
Richmond Creche and Kindergarten Inc,RICHMOND,3121,70,Exceeding NQS,845,126
TRY Richmond Multicultural Children's Centre,RICHMOND,3121,36,Meeting NQS,846,193
Heathmont Kindergarten,HEATHMONT EAST,3135,52,Exceeding NQS,847,188
Heathmont East Kindergarten,HEATHMONT,3135,28,Exceeding NQS,848,119
Pinemont Preschool,RINGWOOD,3134,30,Exceeding NQS,849,194
North Ringwood Preschool Inc,RINGWOOD NORTH,3134,28,Meeting NQS,850,189
Ringwood Uniting Church Kindergarten,RINGWOOD,3134,54,Exceeding NQS,851,114
Maroondah Kindergarten,RINGWOOD EAST,3135,29,Exceeding NQS,852,182
Ellie V Pullin Kindergarten,RINGWOOD NORTH,3134,29,Exceeding NQS,853,182
Ringwood East Childcare & Kindergarten,RINGWOOD EAST,3135,37,Meeting NQS,854,107
Heathmont East Early Learning Centre,HEATHMONT EAST,3135,35,Meeting NQS,855,138
Knaith Road Child Care Centre,RINGWOOD EAST,3135,50,Exceeding NQS,856,138
North Ringwood Community Children's Centre Inc.,RINGWOOD NORTH,3134,50,Meeting NQS,857,133
Choklits Child Care,RINGWOOD,3134,90,Meeting NQS,858,168
Top Kids Childcare & Pre-School,RINGWOOD,3134,92,Exceeding NQS,859,103
Shine Bright Rochester Kindergarten,ROCHESTER,3561,30,Exceeding NQS,860,114
Shine Bright Gunbower Kindergarten,GUNBOWER,3566,22,Exceeding NQS,861,112
Shine Bright Lockington Kindergarten,LOCKINGTON,3563,25,Meeting NQS,862,138
Rochester & District Child Care Centre,ROCHESTER,3561,38,Working Towards NQS,863,133
Merrigum Kindergarten & Early Childhood Services,MERRIGUM,3618,25,Exceeding NQS,864,136
Save the Children Kindergarten - Mooroopna,MOOROOPNA,3629,40,Meeting NQS,865,178
Alexandra Street Kindergarten,MOOROOPNA,3629,29,Meeting NQS,866,186
Echuca Road Kindergarten,MOOROOPNA,3629,29,Meeting NQS,867,139
Gowrie Park Kindergarten,TATURA,3616,29,Exceeding NQS,868,154
RODNEY NEIGHBOURHOOD STEINER KINDERGARTEN,MOOROOPNA,3629,31,Exceeding NQS,869,144
Frank R Pullar Childcare Centre,MOOROOPNA,3629,78,Meeting NQS,870,109
Riddells Creek Kindergarten,RIDDELLS CREEK,3431,33,Meeting NQS,871,192
Lancefield Kindergarten,LANCEFIELD,3435,25,Meeting NQS,872,106
Macedon Ranges Montessori Preschool,RIDDELLS CREEK,3431,40,Exceeding NQS,873,179
Glengarry Kindergarten,GLENGARRY,3854,30,Exceeding NQS,874,153
Longford Kindergarten,LONGFORD,3851,23,Exceeding NQS,875,178
Rutherglen Kindergarten,RUTHERGLEN,3685,50,Working Towards NQS,876,174
St Arnaud Early Learning Centre,ST ARNAUD,3478,90,Working Towards NQS,877,124
St Kilda & Balaclava Kindergarten,BALACLAVA,3183,55,Exceeding NQS,878,175
The Avenue Children's Centre and Kindergarten,BALACLAVA,3183,40,Meeting NQS,879,169
North St Kilda Children's Centre,ST KILDA,3182,77,Meeting NQS,880,125
Elwood Children's Centre,ELWOOD,3184,39,Exceeding NQS,881,147
Eildon Road Child Care Centre,ST KILDA,3182,44,Meeting NQS,882,179
Kimmba Bilingual Early Learning Centre,ST KILDA EAST,3183,32,Working Towards NQS,883,164
St Michael's Grammar School Kindergarten,ST KILDA,3182,90,Exceeding NQS,884,122
Wesley College Melbourne St Kilda Road Early Childhood Learning Centre,ST KILDA,3182,58,Exceeding NQS,885,147
Papilio Early Learning St Kilda,ST KILDA EAST,3183,60,Working Towards NQS,886,170
Gwenfa Hampton Kindergarten,SALE,3850,24,Exceeding NQS,887,178
Hyland Community Kindergarten,SALE,3850,28,Exceeding NQS,888,115
St Columba's Community Kindergarten,SALE,3850,30,Exceeding NQS,889,134
Sale North Kindergarten,SALE,3850,30,Exceeding NQS,890,188
Kath Foley Childrens Centre & Kindergarten Inc,SALE,3850,63,Exceeding NQS,891,106
Jack & Jill Kindergarten,BEAUMARIS,3193,28,Exceeding NQS,892,123
Olive Philips Kindergarten,BEAUMARIS,3193,27,Exceeding NQS,893,153
Black Rock Preschool,BLACK ROCK,3193,30,Exceeding NQS,894,143
Hampton Community Kindergarten,HAMPTON,3188,48,Meeting NQS,895,103
Helen Paul Kindergarten,HAMPTON,3188,52,Exceeding NQS,896,139
Holy Trinity Anglican Kindergarten,HAMPTON,3188,30,Exceeding NQS,897,196
Grange Road Kindergarten,SANDRINGHAM,3191,60,Exceeding NQS,898,112
Nagle Kindergarten,SANDRINGHAM,3191,29,Exceeding NQS,899,185
St John The Baptist (Sandringham) Kindergarten,SANDRINGHAM,3191,30,Exceeding NQS,900,139
Firbank Grammar School,SANDRINGHAM,3191,100,Exceeding NQS,901,154
Kids Company - Sandringham,SANDRINGHAM,3191,60,Meeting NQS,902,133
Sebastopol South Kindergarten,SEBASTOPOL,3356,45,Meeting NQS,903,174
Sebastopol Early Education Centre,SEBASTOPOL,3356,44,Meeting NQS,904,184
Seymour Preschool Centre,SEYMOUR,3660,30,Meeting NQS,905,196
Avenel Early Childhood Service,AVENEL,3664,66,Meeting NQS,906,107
Patricia Smith Kindergarten,SHEPPARTON,3630,55,Exceeding NQS,907,103
Gowrie Street Preschool and Occassional Care,SHEPPARTON,3630,75,Working Towards NQS,908,129
Colliver Road Kindergarten,SHEPPARTON,3630,29,Exceeding NQS,909,129
Dolena Young Kindergarten,SHEPPARTON,3630,29,Meeting NQS,910,163
Florina Preschool & Day Care,SHEPPARTON,3630,82,Meeting NQS,911,113
Nancy Vibert Occasional Child Care Centre,SHEPPARTON,3630,56,Meeting NQS,912,157
Arthur Dickmann Childcare Centre,SHEPPARTON,3630,100,Exceeding NQS,913,199
Guthrie Street Child Care Centre,SHEPPARTON,3630,80,Meeting NQS,914,177
Belgrave Preschool,BELGRAVE,3160,30,Exceeding NQS,915,167
Len Jeffrey Memorial Kindergarten,BELGRAVE SOUTH,3160,53,Exceeding NQS,916,133
Emerald Preschool,EMERALD,3782,65,Meeting NQS,917,174
Kallista Kindergarten,KALLISTA,3791,42,Exceeding NQS,918,111
Tecoma Kindergarten,TECOMA,3160,24,Exceeding NQS,919,189
Upper Ferntree Gully Kindergarten,UPPER FERNTREE GULLY,3156,29,Exceeding NQS,920,107
The Cottage Childcare Centre,MONBULK,3793,45,Meeting NQS,921,107
Dandenong Ranges Steiner School Kindergarten,MENZIES CREEK,3159,27,Meeting NQS,922,123
Selby Preschool,SELBY,3159,30,Exceeding NQS,923,119
The Patch Kindergarten,THE PATCH,3792,42,Exceeding NQS,924,155
Sherbrooke Family and Children's Centre,UPWEY,3158,114,Exceeding NQS,925,102
Dandenong Ranges Child Care Centre,UPWEY,3158,45,Exceeding NQS,926,169
Bellevue Preschool,HIGHTON,3216,33,Meeting NQS,927,152
Belmont Community Kindergarten,BELMONT,3216,58,Exceeding NQS,928,136
Alexander Thomson Preschool,BELMONT,3216,84,Meeting NQS,929,149
Grovedale Preschool,GROVEDALE,3216,30,Exceeding NQS,930,139
St Lukes Highton Kindergarten,HIGHTON,3216,27,Meeting NQS,931,178
St Pauls Lutheran Kindergarten,GROVEDALE,3216,56,Meeting NQS,932,111
Greenville Kindergarten,GROVEDALE,3216,30,Exceeding NQS,933,189
City Learning & Care - Belmont,BELMONT,3216,49,Exceeding NQS,934,129
Williams House Kindergarten,BELMONT,3216,72,Exceeding NQS,935,171
Highton Child Care & Development Centre Pty Ltd,BELMONT,3216,71,Meeting NQS,936,113
Town & Country Children's Centre,HIGHTON,3216,94,Meeting NQS,937,104
Civic Kindergarten,MIDDLE PARK,3206,23,Exceeding NQS,938,179
Middle Park Kindergarten,MIDDLE PARK,3206,30,Meeting NQS,939,125
Apple Blossoms Early Learning South Melbourne,SOUTH MELBOURNE,3205,52,Working Towards NQS,940,140
Lilian Cannam Kindergarten,SOUTH MELBOURNE,3205,67,Working Towards NQS,941,167
Albert Park Preschool Centre,ALBERT PARK,3206,24,Excellent,942,149
Clarendon Children's Centre Co-op,SOUTH MELBOURNE,3205,40,Excellent,943,186
South Melbourne Child Care,ALBERT PARK,3206,40,Exceeding NQS,944,170
Coventry Children's Centre,SOUTH MELBOURNE,3205,60,Exceeding NQS,945,174
Chelsea Heights Kindergarten,CHELSEA HEIGHTS,3196,53,Working Towards NQS,946,149
Marcus Road Kindergarten,DINGLEY VILLAGE,3172,36,Exceeding NQS,947,124
Jacks Avenue Kindergarten,DINGLEY VILLAGE,3172,27,Meeting NQS,948,175
Harrisfield Kindergarten,NOBLE PARK,3174,30,Meeting NQS,949,175
Olinda Avenue Kindergarten,SPRINGVALE,3171,29,Exceeding NQS,950,170
Darren Reserve Kindergarten,SPRINGVALE SOUTH,3172,57,Meeting NQS,951,165
Springvalley Kindergarten,SPRINGVALE SOUTH,3172,29,Exceeding NQS,952,185
Patterson Lakes Kindergarten,PATTERSON LAKES,3197,49,Exceeding NQS,953,123
LITTLE STARS CHILD CARE & KINDERGARTEN,NOBLE PARK,3174,28,Meeting NQS,954,177
Kinderworld Day Care Centre,NOBLE PARK,3174,60,Meeting NQS,955,131
Kinder Kollege Child Care Centre,NOBLE PARK,3174,35,Meeting NQS,956,130
Springvale 2 World of Learning,SPRINGVALE,3171,58,Working Towards NQS,957,114
Keysborough Community Children's Centre,KEYSBOROUGH,3173,76,Exceeding NQS,958,119
Aspendale Gardens Community Service,ASPENDALE GARDENS,3195,57,Exceeding NQS,959,181
Our Learning Steps Childcare and Kindergarten,PATTERSON LAKES,3197,64,Meeting NQS,960,127
Playmates Early Learning Centre,ASPENDALE GARDENS,3195,60,Meeting NQS,961,154
Community Kids Springvale South Early Education Centre,SPRINGVALE SOUTH,3172,60,Exceeding NQS,962,166
Goodstart Early Learning Springvale South,SPRINGVALE SOUTH,3172,83,Meeting NQS,963,179
Cooinda Kindergarten,STAWELL,3380,27,Exceeding NQS,964,190
Marrang Kindergarten & Early Learning Centre,STAWELL,3380,113,Meeting NQS,965,185
Shine Bright Kennington Kindergarten,BENDIGO,3550,55,Meeting NQS,966,102
Shine Bright Spring Gully Kindergarten,SPRING GULLY,3550,58,Exceeding NQS,967,168
Helen Jessen Early Learning Centre,BENDIGO,3550,72,Exceeding NQS,968,169
Shine Bright Axedale Kindergarten,AXEDALE,3551,21,Meeting NQS,969,106
Albion Kindergarten,ALBION,3020,28,Exceeding NQS,970,154
Phoenix Street Children's Centre,SUNSHINE NORTH,3020,55,Exceeding NQS,971,129
Welwyn Kindergarten,DEER PARK,3023,33,Meeting NQS,972,194
Maribyrnong Kindergarten,MARIBYRNONG,3032,60,Exceeding NQS,973,185
Southwold Street Kindergarten,ST ALBANS,3021,60,Exceeding NQS,974,149
East Sunshine Kindergarten,SUNSHINE,3020,29,Exceeding NQS,975,140
Sunshine Heights Kindergarten,SUNSHINE,3020,29,Meeting NQS,976,158
Dorothy Carlton Preschool,SUNSHINE NORTH,3020,30,Exceeding NQS,977,137
North Sunshine Kindergarten,SUNSHINE,3020,29,Exceeding NQS,978,148
South Sunshine Kindergarten,SUNSHINE,3020,29,Meeting NQS,979,180
North Maidstone Kindergarten,MAIDSTONE,3012,29,Exceeding NQS,980,153
Willis Street Kindergarten,ST ALBANS,3021,30,Exceeding NQS,981,144
Fairbairn Road Kindergarten,SUNSHINE,3020,30,Exceeding NQS,982,176
Albanvale Community Kindergarten,ST ALBANS,3021,30,Exceeding NQS,983,160
Deer Park West Kindergarten,DEER PARK,3023,30,Meeting NQS,984,179
Aycliffe Drive Kindergarten,DEER PARK,3023,30,Meeting NQS,985,173
Cherry Crescent Preschool,BRAYBROOK,3019,26,Exceeding NQS,986,193
Epalock Crescent Kindergarten,ST ALBANS,3021,30,Exceeding NQS,987,187
Kellie O'Connell Kindergarten,ARDEER,3022,30,Exceeding NQS,988,112
Orama Street Child Care Centre,DEER PARK,3023,93,Meeting NQS,989,198
Deer Park Childrens Community Centre,DEER PARK,3023,29,Meeting NQS,990,141
Killeen Street Child Care Centre,SUNSHINE,3020,50,Exceeding NQS,991,199
Anderson Road Child Care Centre,ALBION,3020,95,Working Towards NQS,992,184
Little VIP's,MAIDSTONE,3012,60,Meeting NQS,993,198
Shine Bright Swan Hill South Kindergarten,SWAN HILL,3585,33,Exceeding NQS,994,198
Shine Bright Swan Hill North Kindergarten,SWAN HILL,3585,30,Exceeding NQS,995,185
Swan Hill Child Minding Centre,SWAN HILL,3585,36,Meeting NQS,996,100
Manangatang & District Preschool,MANANGATANG,3546,20,Meeting NQS,997,170
Shine Bright Nyah West Kindergarten,NYAH WEST,3595,25,Meeting NQS,998,195
Shine Bright Woorinen South Kindergarten,WOORINEN SOUTH,3588,24,Exceeding NQS,999,185
Clunes & District Preschool Centre,CLUNES,3370,25,Exceeding NQS,1000,172
Bellbridge Early Years Learning Centre,BELLBRIDGE,3691,45,Meeting NQS,1001,181
Bruthen Kindergarten,BRUTHEN,3885,40,Meeting NQS,1002,155
Lakes Entrance Preschool,LAKES ENTRANCE,3909,55,Exceeding NQS,1003,169
Swan Reach & District Kindergarten,SWAN REACH,3903,30,Exceeding NQS,1004,121
Cumberland Park Kindergarten,TRARALGON,3844,30,Exceeding NQS,1005,140
Pax Hill Kindergarten,TRARALGON,3844,27,Meeting NQS,1006,170
Sara Court Kindergarten,TRARALGON,3844,27,Exceeding NQS,1007,199
Kay Street Kindergarten,TRARALGON,3844,30,Exceeding NQS,1008,174
Cameron Street Kindergarten,TRARALGON,3844,30,Exceeding NQS,1009,137
Parklane Kindergarten,TRARALGON,3844,27,Exceeding NQS,1010,173
Corryong Preschool,CORRYONG,3707,31,Meeting NQS,1011,192
Warburton Preschool,WARBURTON,3799,29,Exceeding NQS,1012,165
All Saints Preschool Yarra Junction Inc,YARRA JUNCTION,3797,25,Exceeding NQS,1013,138
Woori Yallock Kindergarten,WOORI YALLOCK,3139,29,Exceeding NQS,1014,127
Launching Place Preschool,LAUNCHING PLACE,3139,27,Exceeding NQS,1015,182
Smart Reader Kids,YARRA JUNCTION,3797,39,Working Towards NQS,1016,178
Little Yarra Steiner Kindergarten,YARRA JUNCTION,3797,41,Meeting NQS,1017,106
Cire Children's Centre Yarra Junction,YARRA JUNCTION,3797,84,Exceeding NQS,1018,199
Millgrove Preschool & Maternal Child Health Centre,MILLGROVE,3799,30,Exceeding NQS,1019,116
Ouyen Preschool,OUYEN,3490,27,Exceeding NQS,1020,192
Christopher Robin Kindergarten,WANGARATTA,3677,30,Exceeding NQS,1021,114
Coronation Kindergarten,WANGARATTA,3677,30,Meeting NQS,1022,155
James Tilson Kindergarten,WANGARATTA,3677,30,Meeting NQS,1023,171
Appin Park Kindergarten,WANGARATTA,3677,30,Exceeding NQS,1024,165
Wangaratta West Kindergarten,WANGARATTA,3677,30,Exceeding NQS,1025,154
Coleraine & District Kindergarten,COLERAINE,3315,26,Meeting NQS,1026,144
Rushworth Kindergarten & Child Care,RUSHWORTH,3612,38,Meeting NQS,1027,196
Murchison Kindergarten and Early Childhood Service,MURCHISON,3610,28,Meeting NQS,1028,186
Shine Bright Stanhope Kindergarten,STANHOPE,3623,26,Meeting NQS,1029,164
Colbinabbin Preschool,COLBINABBIN,3559,18,Exceeding NQS,1030,140
Warragul Community Kindergarten,WARRAGUL,3820,66,Exceeding NQS,1031,187
Grace Berglund Kindergarten,WARRAGUL,3820,23,Exceeding NQS,1032,142
Dennington & District Preschool Centre,WARRNAMBOOL,3280,30,Exceeding NQS,1033,163
Beamish Street Kindergarten,WARRNAMBOOL,3280,29,Exceeding NQS,1034,108
Central Kindergarten - Warrnambool,WARRNAMBOOL,3280,30,Exceeding NQS,1035,172
Lions Hopkins Kindergarten,WARRNAMBOOL,3280,30,Exceeding NQS,1036,188
Warrnambool East Kindergarten,WARRNAMBOOL,3280,56,Exceeding NQS,1037,107
Warrnambool South Kindergarten,WARRNAMBOOL,3280,30,Exceeding NQS,1038,138
Sherwood Park Child Care Centre,WARRNAMBOOL,3280,35,Exceeding NQS,1039,139
The Matron Swinton Child Care Centre,WARRNAMBOOL,3280,35,Exceeding NQS,1040,102
Allansford & District Preschool,ALLANSFORD,3277,52,Exceeding NQS,1041,193
Merri Kindergarten,PURNIM WEST,3279,50,Exceeding NQS,1042,113
Kings College Preschool,WARRNAMBOOL,3280,60,Exceeding NQS,1043,175
Ashwood Memorial Kindergarten,ASHWOOD,3147,30,Exceeding NQS,1044,124
Appletree Hill Kindergarten,GLEN WAVERLEY,3150,30,Exceeding NQS,1045,148
Brentwood Kindergarten,GLEN WAVERLEY,3150,28,Exceeding NQS,1046,134
Glen Waverley South Preschool,GLEN WAVERLEY,3150,30,Exceeding NQS,1047,146
Highvale Kindergarten,GLEN WAVERLEY,3150,29,Exceeding NQS,1048,170
Tally Ho Kindergarten,GLEN WAVERLEY,3150,30,Exceeding NQS,1049,116
Wayburne Kindergarten,GLEN WAVERLEY,3150,30,Exceeding NQS,1050,107
Syndal Kindergarten,GLEN WAVERLEY,3150,30,Exceeding NQS,1051,194
Glendal Kindergarten,MOUNT WAVERLEY,3149,29,Meeting NQS,1052,170
Highmount Kindergarten,MOUNT WAVERLEY,3149,30,Working Towards NQS,1053,178
Mt Waverley Kindergarten,MOUNT WAVERLEY,3149,26,Exceeding NQS,1054,192
Pinewood Kindergarten,MOUNT WAVERLEY,3149,30,Working Towards NQS,1055,158
St Lukes Uniting Kindergarten,MOUNT WAVERLEY,3149,29,Meeting NQS,1056,125
Brandon Park Kindergarten,WHEELERS HILL,3150,30,Exceeding NQS,1057,184
Mulgrave Park Kindergarten,MULGRAVE,3170,29,Exceeding NQS,1058,104
Wellington Kindergarten,MULGRAVE,3170,30,Exceeding NQS,1059,166
Waverley Meadows Preschool,WHEELERS HILL,3150,29,Exceeding NQS,1060,195
Nara Kindergarten,MOUNT WAVERLEY,3149,33,Exceeding NQS,1061,174
Legend Park Kindergarten,GLEN WAVERLEY,3150,30,Exceeding NQS,1062,113
Columbia Park Pre-school,WHEELERS HILL,3150,30,Meeting NQS,1063,110
Jells Park Kindergarten,WHEELERS HILL,3150,29,Working Towards NQS,1064,196
Columbia Park Early Learning Centre Inc,WHEELERS HILL,3150,60,Meeting NQS,1065,185
Little Angels Child Care Centre,MULGRAVE,3170,28,Working Towards NQS,1066,150
Syndal Child Care & Early Learning Centre,SYNDAL,3149,37,Working Towards NQS,1067,101
Ashwood Children's Centre,ASHWOOD,3147,70,Exceeding NQS,1068,130
Hansen Street Children's Centre,MOUNT WAVERLEY,3149,35,Meeting NQS,1069,155
Brandon Park Children's Centre,GLEN WAVERLEY,3150,60,Exceeding NQS,1070,194
Wesley College Melbourne Glen Waverley Early Childhood Learning Centre,GLEN WAVERLEY,3150,66,Excellent,1071,171
The Children's Centre at The Body Shop,MULGRAVE,3170,115,Exceeding NQS,1072,167
Kidzplay on Highbury,GLEN WAVERLEY,3150,43,Working Towards NQS,1073,160
Cooraminta North Kindergarten,LAVERTON,3028,35,Meeting NQS,1074,114
Dr Charles Prouse Memorial Kindergarten,WERRIBEE,3030,26,Exceeding NQS,1075,199
Mossfiel Kindergarten,HOPPERS CROSSING,3029,30,Exceeding NQS,1076,100
Iramoo Kindergarten,WERRIBEE,3030,33,Meeting NQS,1077,180
Vista Way Kindergarten,WERRIBEE,3030,30,Exceeding NQS,1078,146
Woodville Park Kindergarten,HOPPERS CROSSING,3029,30,Exceeding NQS,1079,116
The Manor Kindergarten,WERRIBEE,3030,30,Exceeding NQS,1080,120
Little River Kindergarten,LITTLE RIVER,3211,26,Exceeding NQS,1081,198
Riverdene Kindergarten,WERRIBEE,3030,30,Exceeding NQS,1082,125
Karobran Kindergarten,HOPPERS CROSSING,3029,65,Meeting NQS,1083,170
Wyndham Park Kindergarten,WERRIBEE,3030,60,Exceeding NQS,1084,156
College Road Kindergarten,WERRIBEE,3030,89,Exceeding NQS,1085,146
Woodville Child Care Centre,HOPPERS CROSSING,3029,48,Meeting NQS,1086,117
Mossfiel Children's Centre,HOPPERS CROSSING,3029,50,Exceeding NQS,1087,163
Victoria University Children's Centre - Werribee Campus,WERRIBEE,3030,45,Exceeding NQS,1088,171
Yerambooee Kindergarten,HOPPERS CROSSING,3029,75,Exceeding NQS,1089,150
Cooraminta Kindergarten,ALTONA MEADOWS,3028,55,Exceeding NQS,1090,147
One Tree Defence Childcare Unit Williams,LAVERTON,3028,67,Meeting NQS,1091,104
Back to Basics Early Learning Centre,HOPPERS CROSSING,3029,59,Meeting NQS,1092,102
Wilmington Kindergarten,HOPPERS CROSSING,3029,51,Meeting NQS,1093,171
Aussie Kindies Early Learning Werribee,WERRIBEE,3030,75,Meeting NQS,1094,143
Hobsons Bay Children's Centre,ALTONA MEADOWS,3028,65,Meeting NQS,1095,127
Amici - Westbourne Early Learning Centre,HOPPERS CROSSING,3029,98,Exceeding NQS,1096,179
Edward Street Preschool,BUNDOORA,3083,30,Exceeding NQS,1097,103
Epping Preschool,EPPING,3076,63,Meeting NQS,1098,178
Dalton Road Kindergarten,THOMASTOWN,3074,30,Meeting NQS,1099,138
Thomastown West Kindergarten,THOMASTOWN,3074,29,Exceeding NQS,1100,198
Whittlesea Preschool,WHITTLESEA,3757,30,Meeting NQS,1101,132
Greenbrook Kindergarten,EPPING,3076,30,Exceeding NQS,1102,115
Harbard Street Kindergarten,THOMASTOWN,3074,33,Meeting NQS,1103,115
Lalor East Preschool,LALOR,3075,30,Meeting NQS,1104,121
South Morang Preschool,SOUTH MORANG,3752,30,Meeting NQS,1105,136
Mill Park Preschool,MILL PARK,3082,30,Exceeding NQS,1106,126
Jacaranda Preschool - Kingsway Drive,LALOR,3075,56,Exceeding NQS,1107,109
The Stables Kindergarten,MILL PARK,3082,30,Exceeding NQS,1108,164
Roycroft Kindergarten,MILL PARK,3082,30,Working Towards NQS,1109,193
Barry Road Preschool,THOMASTOWN,3074,30,Exceeding NQS,1110,157
TRY Blossom Park Kindergarten,MILL PARK,3082,63,Working Towards NQS,1111,144
Derby Meadows Preschool Inc,EPPING,3076,29,Exceeding NQS,1112,137
Thomastown Child Care Centre,THOMASTOWN,3074,38,Meeting NQS,1113,188
Maria Montessori Pre School & Early Learning Centre,THOMASTOWN,3074,37,Working Towards NQS,1114,146
Dorothy Avenue Early Learning,THOMASTOWN,3074,39,Meeting NQS,1115,196
High Street Early Learning & Kinder,LALOR,3075,91,Meeting NQS,1116,148
Thomastown Learning Centre,THOMASTOWN,3074,96,Meeting NQS,1117,143
Numdaji Kwei Children's Centre,BUNDOORA,3083,44,Exceeding NQS,1118,153
Centenary Drive Kindergarten,MILL PARK,3082,30,Exceeding NQS,1119,150
Future Super Stars ELC Epping,EPPING,3076,38,Working Towards NQS,1120,168
Epping North Preschool,EPPING,3076,26,Meeting NQS,1121,187
Mill Park Heights Child Care Centre,MILL PARK,3082,66,Meeting NQS,1122,130
The Heights Kindergarten,MILL PARK,3082,58,Meeting NQS,1123,180
TRY Whittlesea Children's Centre,WHITTLESEA,3757,111,Working Towards NQS,1124,107
Kalman Road Early Learning & Kinder,EPPING,3076,54,Meeting NQS,1125,189
Happy Faces Child Care Centre,MILL PARK,3082,79,Meeting NQS,1126,168
Home Road Kindergarten,NEWPORT,3015,55,Exceeding NQS,1127,195
Emma McLean Kindergarten & Daycare Inc,SPOTSWOOD,3015,41,Exceeding NQS,1128,116
Robina Scott Kindergarten,WILLIAMSTOWN,3016,62,Exceeding NQS,1129,186
The Range Children's Centre,WILLIAMSTOWN,3016,97,Exceeding NQS,1130,119
Birregurra Preschool Centre,BIRREGURRA,3242,42,Exceeding NQS,1131,196
Helen M Kininmonth Kindergarten,WINCHELSEA,3241,30,Exceeding NQS,1132,102
Lorne Kindergarten,LORNE,3232,31,Exceeding NQS,1133,107
Stanley Street Preschool,WODONGA,3690,33,Exceeding NQS,1134,117
Belgrade Avenue Preschool,WODONGA,3690,71,Exceeding NQS,1135,187
Jamieson Court Children's Centre,WODONGA,3690,33,Meeting NQS,1136,182
Kids on Campus,WODONGA,3690,160,Working Towards NQS,1137,110
Baranduda Community Centre,BARANDUDA,3691,61,Exceeding NQS,1138,148
Community Kids Wodonga Early Education Centre,WODONGA,3690,47,Working Towards NQS,1139,120
Felltimber Children's Centre,WEST WODONGA,3690,88,Meeting NQS,1140,119
Riverview Child Care Centre,WODONGA,3690,81,Meeting NQS,1141,107
Bass Coast Children's Centre,WONTHAGGI,3995,60,Exceeding NQS,1142,198
Meeniyan Preschool,MEENIYAN,3956,27,Exceeding NQS,1143,178
Hassett Street Kindergarten,LEONGATHA,3953,30,Meeting NQS,1144,192
Sea Lake Kindergarten,SEA LAKE,3533,25,Exceeding NQS,1145,102
Wycheproof Preschool Play Centre,WYCHEPROOF,3527,25,Meeting NQS,1146,166
Yea and District Childrens Centre,YEA,3717,67,Meeting NQS,1147,114
Teesdale Children's Centre,TEESDALE,3328,33,Working Towards NQS,1148,125
Community Early-years Childcare - Chiltern,CHILTERN,3683,33,Meeting NQS,1149,146
Katandra West Early Childhood Centre,KATANDRA WEST,3634,29,Meeting NQS,1150,179
Wallace & District Kindergarten,WALLACE,3352,32,Exceeding NQS,1151,136
Dunolly Kindergarten,DUNOLLY,3472,30,Exceeding NQS,1152,150
Woady Yaloak Kindergarten,SCARSDALE,3351,27,Meeting NQS,1153,127
Delacombe Community Kindergarten,DELACOMBE,3356,55,Meeting NQS,1154,170
Haddon Preschool Centre,HADDON,3351,29,Meeting NQS,1155,111
Dookie Children's Centre,DOOKIE,3646,33,Exceeding NQS,1156,102
Isabel Pearce Kindergarten,SHEPPARTON EAST,3631,58,Exceeding NQS,1157,135
